e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
106,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,7,0,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
107,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,sac,Scyra acutifrons,Sharpnose crab,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,ghe,Geitodoris heathi,Heath's dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,petrolisthes,Petrolisthes spp.,Unidentified porcelain crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,henricia,Henricia spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,0,2,sma,Sebastes maliger,Quillback rockfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
113,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,sfo,Stylasterias forreri,Velcro seastar,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,spur,Strongylocentrotus purpuratus,Purple sea urchin,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,omi,Orthopagurus minimus,Toothshell Hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Em Lim,Isabelle Cote,BMSC6,Baeria Rocks South Island,48.95023,-125.15554,15/04/2025,4,SW,13:04,IMC,9.5,0,0,sca,Sebastes caurinus,Copper rockfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,22,0,,17,5,,,,,,,,,,,,,,,,,,,,,,,,,
121,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,jzo,Jordania zonope,Longfin sculpin,5,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,sfl,Sebastes flavidus,Yellowtail rockfish,7,0,,,,,,2,3,2,,,,,,,,,,,,,,,,,,,,
123,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,sne,Sebastes nebulosus,China rockfish,2,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
124,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,sme,Sebastes melanops,Black rockfish,6,0,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,
125,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
126,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,1,2,sma,Sebastes maliger,Quillback rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
127,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,77,0,2,8,24,25,10,7,1,,,,,,,,,,,,,,,,,,,,,
130,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,hka,Haliotis kamtschatkana,Pinto abalone,86,0,65,20,1,,,,,,,,,,,,,,,,,,,,,,,,,
132,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,sac,Scyra acutifrons,Sharpnose crab,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,ami,Acmaea mitra,Whitecap limpet,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,31,0,7,17,7,,,,,,,,,,,,,,,,,,,,,,,,,
135,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,dsc,Discorsopagurus schmitti,Tubeworm hermit,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,pgi,Pomaulax gibberosus,Red turban shell,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,pca,Pagurus caurinus,Greenmark hermit,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,acal,Apostichopus californicus,Californian sea cucumber,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,aha,Artedius harringtoni,Scalyhead sculpin,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,ete,Elassochirus tenuimanus,Widehand hermitcrab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,das,Diodora aspera,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,cty,Cryptolithodes typicus,Butterfly crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,dim,Dermasterias imbricata,Leather star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,chlamys,Chlamys spp.,Unidentified scallop,10,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,oko,Orthasterias koehleri,Rainbow star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,phe,Pagurus hemphilli,Maroon hermit,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,jzo,Jordania zonope,Longfin sculpin,9,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,bcha,Boreoberthella chacei,White berthella nudibranch,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,dodo,Diaulula odonoghuei,Spotted dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,pachycheles,Pachycheles spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,cmo,Cadlina modesta,Modest cadlina nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,pmi,Patiria miniata,Bat star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,ghe,Geitodoris heathi,Heath's dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,pno,Peltodoris nobilis,Noble sea lemon,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,2,2,henricia,Henricia spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
159,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,0,2,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Em Lim,Claire Attridge,BMSC18,Eussen Rock,48.91162,-125.26703,16/04/2025,3,SW,10:10,CMA,9,0,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
161,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,1,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
164,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,290,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,15,0,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,
167,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,ami,Acmaea mitra,Whitecap limpet,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,15,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,pmi,Patiria miniata,Bat star,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,das,Diodora aspera,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,phe,Pagurus hemphilli,Maroon hermit,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
175,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,sac,Scyra acutifrons,Sharpnose crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,2,2,dim,Dermasterias imbricata,Leather star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,0,2,phel,Pycnopodia helianthoides,Sunflower star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,0,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,0,2,pachycheles,Pachycheles spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Em Lim,Isabelle Cote,BMSC16,Faber Islets,48.8907,-125.3005,16/04/2025,1,NW,13:10,IMC,6.5,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
185,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
187,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,1,2,sne,Sebastes nebulosus,China rockfish,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
188,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,1,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
189,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,11,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
192,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,pmi,Patiria miniata,Bat star,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,10,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,ami,Acmaea mitra,Whitecap limpet,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,oko,Orthasterias koehleri,Rainbow star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,phe,Pagurus hemphilli,Maroon hermit,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,def,Debris - Fishing,Any fishing debris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,dim,Dermasterias imbricata,Leather star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,petrolisthes,Petrolisthes spp.,Unidentified porcelain crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,gma,Gobiesox maeandricus,Northern clingfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
205,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
208,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,2,2,apu,Anoplarchus purpurescens,High Cockscomb,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
210,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,0,0,das,Diodora aspera,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Em Lim,Isabelle Cote,BMSC14,Effingham Archipelago,48.87908,-125.2974,17/04/2025,1,SE,9:35,IMC,5.5,0,0,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Em Lim,Isabelle Cote,BMSC17,Wouwer Channel,48.86548,-125.36148,17/04/2025,1.5,NE,15:00,IMC,5,1,2,sme,Sebastes melanops,Black rockfish,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
213,Em Lim,Isabelle Cote,BMSC17,Wouwer Channel,48.86548,-125.36148,17/04/2025,1.5,NE,15:00,IMC,5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Em Lim,Isabelle Cote,BMSC17,Wouwer Channel,48.86548,-125.36148,17/04/2025,1.5,NE,15:00,IMC,5,2,2,pgi,Pomaulax gibberosus,Red turban shell,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Em Lim,Isabelle Cote,BMSC17,Wouwer Channel,48.86548,-125.36148,17/04/2025,1.5,NE,15:00,IMC,5,2,2,ami,Acmaea mitra,Whitecap limpet,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
